product,version
field_programmable_gate_array_software_development_kit_for_opencl,18.0
field_programmable_gate_array_software_development_kit_for_opencl,18.1
field_programmable_gate_array_software_development_kit_for_opencl,19.1
field_programmable_gate_array_software_development_kit_for_opencl,19.2
field_programmable_gate_array_software_development_kit_for_opencl,19.3
field_programmable_gate_array_software_development_kit_for_opencl,19.4
fighting_cock_information_system,1.0
filament,3.2.115
filament_excel,1.1.14
filament_excel,2.3.3
file_manager,*
file_manager,6.5.6
file_manager,8.3.10
file_manager_app,1.0
file_sharing_wizard,*
filebird,*
filecatalyst_workflow,5.1.7
filemaker_server,20.3.2
filemanager,2.0.2
filemanager,3.0.9
fileorganizer,*
fileorganizer,1.0.8
filestash,*
filezilla_client,3.67.0
filr,24.1.1
filr,24.2
finale,2.18.1
fineract,1.9.0
finesoft,*
finesse,11.6\(1\)
finesse,12.6\(2\)
finrota,1.21.10
fiori,605
firefly_iii,6.1.1
firefox,-
firefox,115.16.1
firefox,115.17
firefox,115.17.0
firefox,115.8.0
firefox,122.0
firefox,123.0
firefox,127
firefox,127.0
firefox,128.3.0
firefox,128.3.1
firefox,128.4.0
firefox,129
firefox,129.0
firefox,130.0
firefox,131.0
firefox,131.0.2
firefox,132.0
firefox_esr,115.12
firefox_esr,115.14
firefox_esr,115.14.0
firefox_esr,115.15
firefox_esr,115.16.0
firefox_esr,115.7
firefox_esr,128.0
firefox_esr,128.1
firefox_esr,128.1.0
firefox_esr,128.2
firefox_esr,128.3.0
firefox_focus,122.0
firefox_focus,130.0
firefox_focus,132.0
firelight_lightbox,2.3.4
firepower_1000,-
firepower_1010,-
firepower_1020,-
firepower_1030,-
firepower_1040,-
firepower_1120,-
firepower_1140,-
firepower_1150,-
firepower_2100,-
firepower_2110,-
firepower_2120,-
firepower_2130,-
firepower_2140,-
firepower_3105,-
firepower_3110,-
firepower_3120,-
firepower_3130,-
firepower_3140,-
firepower_4215,-
firepower_4225,-
firepower_4245,-
firepower_management_center,6.4.0.17
firepower_management_center,6.4.0.18
firepower_management_center,6.6.7.2
firepower_management_center,7.0.0
firepower_management_center,7.0.0.1
firepower_management_center,7.0.1
firepower_management_center,7.0.1.1
firepower_management_center,7.0.2
firepower_management_center,7.0.2.1
firepower_management_center,7.0.3
firepower_management_center,7.0.4
firepower_management_center,7.0.5
firepower_management_center,7.0.6
firepower_management_center,7.0.6.1
firepower_management_center,7.0.6.2
firepower_management_center,7.0.6.3
firepower_management_center,7.1.0
firepower_management_center,7.1.0.1
firepower_management_center,7.1.0.2
firepower_management_center,7.1.0.3
firepower_management_center,7.2.0
firepower_management_center,7.2.0.1
firepower_management_center,7.2.1
firepower_management_center,7.2.2
firepower_management_center,7.2.3
firepower_management_center,7.2.3.1
firepower_management_center,7.2.4
firepower_management_center,7.2.4.1
firepower_management_center,7.2.5
firepower_management_center,7.2.5.1
firepower_management_center,7.2.5.2
firepower_management_center,7.2.6
firepower_management_center,7.2.7
firepower_management_center,7.2.8
firepower_management_center,7.2.8.1
firepower_management_center,7.3.0
firepower_management_center,7.3.1
firepower_management_center,7.3.1.1
firepower_management_center,7.3.1.2
firepower_management_center,7.4.0
firepower_management_center,7.4.1
firepower_management_center,7.4.1.1
firepower_management_center,7.4.2
firepower_threat_defense,6.2.3
firepower_threat_defense,6.2.3.1
firepower_threat_defense,6.2.3.10
firepower_threat_defense,6.2.3.11
firepower_threat_defense,6.2.3.12
firepower_threat_defense,6.2.3.13
firepower_threat_defense,6.2.3.14
firepower_threat_defense,6.2.3.15
firepower_threat_defense,6.2.3.16
firepower_threat_defense,6.2.3.17
firepower_threat_defense,6.2.3.18
firepower_threat_defense,6.2.3.2
firepower_threat_defense,6.2.3.3
firepower_threat_defense,6.2.3.4
firepower_threat_defense,6.2.3.5
firepower_threat_defense,6.2.3.6
firepower_threat_defense,6.2.3.7
firepower_threat_defense,6.2.3.8
firepower_threat_defense,6.2.3.9
firepower_threat_defense,6.4.0
firepower_threat_defense,6.4.0.1
firepower_threat_defense,6.4.0.10
firepower_threat_defense,6.4.0.11
firepower_threat_defense,6.4.0.12
firepower_threat_defense,6.4.0.13
firepower_threat_defense,6.4.0.14
firepower_threat_defense,6.4.0.15
firepower_threat_defense,6.4.0.16
firepower_threat_defense,6.4.0.17
firepower_threat_defense,6.4.0.18
firepower_threat_defense,6.4.0.2
firepower_threat_defense,6.4.0.3
firepower_threat_defense,6.4.0.4
firepower_threat_defense,6.4.0.5
firepower_threat_defense,6.4.0.6
firepower_threat_defense,6.4.0.7
firepower_threat_defense,6.4.0.8
firepower_threat_defense,6.4.0.9
firepower_threat_defense,6.6.0
firepower_threat_defense,6.6.0.1
firepower_threat_defense,6.6.1
firepower_threat_defense,6.6.3
firepower_threat_defense,6.6.4
firepower_threat_defense,6.6.5
firepower_threat_defense,6.6.5.1
firepower_threat_defense,6.6.5.2
firepower_threat_defense,6.6.7
firepower_threat_defense,6.6.7.1
firepower_threat_defense,6.7.0
firepower_threat_defense,6.7.0.1
firepower_threat_defense,6.7.0.2
firepower_threat_defense,6.7.0.3
firepower_threat_defense,7.0.0
firepower_threat_defense,7.0.0.1
firepower_threat_defense,7.0.1
firepower_threat_defense,7.0.1.1
firepower_threat_defense,7.0.2
firepower_threat_defense,7.0.2.1
firepower_threat_defense,7.0.3
firepower_threat_defense,7.0.4
firepower_threat_defense,7.0.5
firepower_threat_defense,7.0.6
firepower_threat_defense,7.0.6.1
firepower_threat_defense,7.1.0
firepower_threat_defense,7.1.0.1
firepower_threat_defense,7.1.0.2
firepower_threat_defense,7.1.0.3
firepower_threat_defense,7.2.0
firepower_threat_defense,7.2.0.1
firepower_threat_defense,7.2.1
firepower_threat_defense,7.2.2
firepower_threat_defense,7.2.3
firepower_threat_defense,7.2.4
firepower_threat_defense,7.2.4.1
firepower_threat_defense,7.2.5
firepower_threat_defense,7.2.5.1
firepower_threat_defense,7.2.5.2
firepower_threat_defense,7.2.6
firepower_threat_defense,7.2.7
firepower_threat_defense,7.3.0
firepower_threat_defense,7.3.1
firepower_threat_defense,7.3.1.1
firepower_threat_defense,7.3.1.2
firepower_threat_defense,7.4.0
firepower_threat_defense,7.4.1
firepower_threat_defense,7.4.1.1
firepower_threat_defense_software,6.2.3
firepower_threat_defense_software,6.2.3.1
firepower_threat_defense_software,6.2.3.10
firepower_threat_defense_software,6.2.3.11
firepower_threat_defense_software,6.2.3.12
firepower_threat_defense_software,6.2.3.13
firepower_threat_defense_software,6.2.3.14
firepower_threat_defense_software,6.2.3.15
firepower_threat_defense_software,6.2.3.16
firepower_threat_defense_software,6.2.3.17
firepower_threat_defense_software,6.2.3.18
firepower_threat_defense_software,6.2.3.2
firepower_threat_defense_software,6.2.3.3
firepower_threat_defense_software,6.2.3.4
firepower_threat_defense_software,6.2.3.5
firepower_threat_defense_software,6.2.3.6
firepower_threat_defense_software,6.2.3.7
firepower_threat_defense_software,6.2.3.8
firepower_threat_defense_software,6.2.3.9
firepower_threat_defense_software,6.4.0
firepower_threat_defense_software,6.4.0.1
firepower_threat_defense_software,6.4.0.10
firepower_threat_defense_software,6.4.0.11
firepower_threat_defense_software,6.4.0.12
firepower_threat_defense_software,6.4.0.13
firepower_threat_defense_software,6.4.0.14
firepower_threat_defense_software,6.4.0.15
firepower_threat_defense_software,6.4.0.16
firepower_threat_defense_software,6.4.0.17
firepower_threat_defense_software,6.4.0.18
firepower_threat_defense_software,6.4.0.2
firepower_threat_defense_software,6.4.0.3
firepower_threat_defense_software,6.4.0.4
firepower_threat_defense_software,6.4.0.5
firepower_threat_defense_software,6.4.0.6
firepower_threat_defense_software,6.4.0.7
firepower_threat_defense_software,6.4.0.8
firepower_threat_defense_software,6.4.0.9
firepower_threat_defense_software,6.6.0
firepower_threat_defense_software,6.6.0.1
firepower_threat_defense_software,6.6.1
firepower_threat_defense_software,6.6.3
firepower_threat_defense_software,6.6.4
firepower_threat_defense_software,6.6.5
firepower_threat_defense_software,6.6.5.1
firepower_threat_defense_software,6.6.5.2
firepower_threat_defense_software,6.6.7
firepower_threat_defense_software,6.6.7.1
firepower_threat_defense_software,6.6.7.2
firepower_threat_defense_software,6.7.0
firepower_threat_defense_software,6.7.0.1
firepower_threat_defense_software,6.7.0.2
firepower_threat_defense_software,6.7.0.3
firepower_threat_defense_software,7.0.0
firepower_threat_defense_software,7.0.0.1
firepower_threat_defense_software,7.0.1
firepower_threat_defense_software,7.0.1.1
firepower_threat_defense_software,7.0.2
firepower_threat_defense_software,7.0.2.1
firepower_threat_defense_software,7.0.3
firepower_threat_defense_software,7.0.4
firepower_threat_defense_software,7.0.5
firepower_threat_defense_software,7.0.6
firepower_threat_defense_software,7.0.6.1
firepower_threat_defense_software,7.0.6.2
firepower_threat_defense_software,7.1.0
firepower_threat_defense_software,7.1.0.1
firepower_threat_defense_software,7.1.0.2
firepower_threat_defense_software,7.1.0.3
firepower_threat_defense_software,7.2.0
firepower_threat_defense_software,7.2.0.1
firepower_threat_defense_software,7.2.1
firepower_threat_defense_software,7.2.2
firepower_threat_defense_software,7.2.3
firepower_threat_defense_software,7.2.4
firepower_threat_defense_software,7.2.4.1
firepower_threat_defense_software,7.2.5
firepower_threat_defense_software,7.2.5.1
firepower_threat_defense_software,7.2.5.2
firepower_threat_defense_software,7.2.6
firepower_threat_defense_software,7.2.7
firepower_threat_defense_software,7.2.8
firepower_threat_defense_software,7.2.8.1
firepower_threat_defense_software,7.3.0
firepower_threat_defense_software,7.3.1
firepower_threat_defense_software,7.3.1.1
firepower_threat_defense_software,7.3.1.2
firepower_threat_defense_software,7.4.0
firepower_threat_defense_software,7.4.1
firepower_threat_defense_software,7.4.1.1
firepower_threat_defense_software,7.4.2
firewall,12.2.2.8012
fish_and_ships,1.6
fitnesse,20241026
five_star_restaurant_menu,*
five_star_restaurant_menu,2.4.17
flair,0.14.0
flaming_forms,*
flarum,1.8.5
flask-cors,4.0.1
flask_app_builder,4.5.1
flaskblog,*
flat_ui_button,1.0
flatpress,1.3
flatsome,3.19.0
flexible_checkout_fields,4.1.3
flexlm_license_daemons_for_intel_fpga,11.19.5.0
flight_rb5_5g,-
flight_rb5_5g_firmware,-
flight_rb5_5g_platform,-
flight_rb5_5g_platform_firmware,-
floating_chat_widget,3.2.3
floating_social_buttons,*
flow,4.9.13.0
flow,4.9.15.7
flowise,*
flowise,1.4.3
flowise,1.8.2
flowmaster_bpm_plus,5.3.1
fluent_support,1.8.1
flusity,2.33
flutter_api,*
flycms,*
flycms,1.0
flyfish,3.0.0
fogproject,1.5.10
fogproject,1.5.10.41
fogproject,1.5.10.41.3
fogproject,1.5.10.47
folders,3.0.4
fonts,3.7.8
fonts_plugin,3.7.8
foobox,2.7.28
food_management_system,*
food_management_system,1.0
food_ordering_management_system,1.0
foogallery,2.4.15
foogallery,2.4.16
foreman,-
form_maker,*
form_maker,1.15.31
form_tools,3.1.1
form_vibes,1.4.13
formfacade,1.3.3
formidable_forms,*
forminator_forms,1.36.1
formmanager_data_handler,0.7.4
formula,0.5.2
formwork,1.13.1
formzu_wp,*
fort-validator,1.6.3
fortianalyzer,7.0.11
fortianalyzer,7.2.2
fortianalyzer,7.2.5
fortianalyzer,7.4.0
fortianalyzer,7.4.2
fortianalyzer_cloud,7.2.2
fortianalyzer_cloud,7.4.1
forticlient,6.4.0
forticlient,7.0.13
forticlient,7.2.5
forticlient,7.4.0
fortimanager,6.2.13
fortimanager,6.4.15
fortimanager,7.0.11
fortimanager,7.0.12
fortimanager,7.0.13
fortimanager,7.2.5
fortimanager,7.2.8
fortimanager,7.4.2
fortimanager,7.4.3
fortimanager,7.4.5
fortimanager,7.6.0
fortimanager_cloud,6.4.1
fortimanager_cloud,7.0.13
fortimanager_cloud,7.2.8
fortimanager_cloud,7.4.5
fortios,6.0.18
fortios,6.2.16
fortios,6.4.0
fortios,6.4.13
fortios,6.4.15
fortios,6.4.7
fortios,7.0.0
fortios,7.0.1
fortios,7.0.14
fortios,7.0.15
fortios,7.2.0
fortios,7.2.6
fortios,7.2.7
fortios,7.2.8
fortios,7.2.9
fortios,7.4.0
fortios,7.4.1
fortios,7.4.2
fortios,7.4.3
fortios,7.4.4
fortipam,1.0.0
fortipam,1.1.0
fortipam,1.2.0
fortipam,1.3.0
fortiportal,6.0.15
fortiportal,7.0.0
fortiportal,7.0.7
fortiportal,7.2.0
fortiportal,7.2.1
fortiproxy,2.0.0
fortiproxy,2.0.14
fortiproxy,7.0.0
fortiproxy,7.0.15
fortiproxy,7.0.17
fortiproxy,7.2.0
fortiproxy,7.2.10
fortiproxy,7.2.9
fortiproxy,7.4.0
fortiproxy,7.4.3
fortiproxy,7.4.4
fortisiem,6.4.0
fortisiem,6.5.0
fortisiem,6.6.0
fortisiem,6.7.0
fortisiem,7.0.0
fortisiem,7.1.0
fortisiem,7.1.1
fortiswitchmanager,7.0.0
fortiswitchmanager,7.0.4
fortiswitchmanager,7.2.0
fortiswitchmanager,7.2.4
fortiweb,6.3.0
fortiweb,6.4.0
fortiweb,7.0.0
fortiweb,7.0.9
fortiweb,7.2.5
fortiweb,7.2.8
fortiweb,7.4.0
fortiweb,7.4.3
fortiweb,7.4.4
fortiweb,7.6.0
fortiwebmanager,6.0.2
fortiwebmanager,6.2.5
fortiwebmanager,6.3.0
fortiwebmanager,7.0.5
fortiwebmanager,7.2.0
foru_cms,*
fotawp,1.4.2
foxiz,2.3.6
foxman-un,r15a
foxman-un,r15b
foxman-un,r16a
foxman-un,r16b
foxman_un,r15a
foxman_un,r16a
fr_configurator2,*
fr_configurator_sw3,*
framemaker,2020.6
framemaker,2020.7
framemaker,2022.4
framemaker,2022.5
framemaker_publishing_server,2020
framemaker_publishing_server,2022
framework,1.5.1
frappe,14.59.0
frappe,15.5.0
free_and_open_source_inventory_management_system,1.0
free_antivirus,23.11.6090
free_antivirus,23.12.6094
free_antivirus,23.9.6082
free_download_online_shopping_system,*
free_exam_hall_seating_management_system,1.0
freebsd,13.0
freebsd,13.2
freebsd,13.3
freebsd,13.4
freebsd,14.0
freebsd,14.1
freecoap,1.0
freefloat_ftp_server,1.0
freeflow_core,7.0
freeflow_core,7.0.11
freeipa,4.11.2
freeipa,4.12.0
freenow,12.10.0
freerdp,2.11.5
freerdp,3.2.0
freertos,10.6.2
freertos-plus-tcp,4.1.1
freesshd,1.0.9
freshmail_for_wordpress,*
friendica,2023.12
friendica,2024.03
frogcms,0.9.5
front_end_users,3.2.29
frontpage_manager,*
frrouting,*
fsm10055,-
fsm10055_firmware,-
fsm10056,-
fsm10056_firmware,-
fsm20055,-
fsm20055_firmware,-
fsm20056,-
fsm20056_firmware,-
ft1a-b12ra,-
ft1a-b12ra_firmware,*
ft1a-b24ra,-
ft1a-b24ra_firmware,*
ft1a-h12ra,-
ft1a-h12ra_firmware,*
ft1a-h12rc,-
ft1a-h12rc_firmware,*
ft1a-h24ra,-
ft1a-h24ra_firmware,*
ft1a-h24rc,-
ft1a-h24rc_firmware,*
ft1a-pc1,-
ft1a-pc1_firmware,*
ft1a-pc2,-
ft1a-pc2_firmware,*
ft1a-pc3,-
ft1a-pc3_firmware,*
ft1a-pm1,-
ft1a-pm1_firmware,*
ft9z-1a01,-
ft9z-1a01_firmware,*
ft9z-psp1pn05,-
ft9z-psp1pn05_firmware,*
ftpdmin,0.96
fugit,1.11.1
funadmin,5.0.2
fundengine,1.7.1
funnel_builder,3.4.0
funnel_builder,3.5.0
funnelforms_free,*
funnelforms_free,3.7.4.1
funnelkit_automations,3.2.0
fusion,13.6
fusion_middleware,12.2.1.4.0
fusion_middleware,14.1.1.0.0
fusionpbx,5.1.0
futurio_extra,2.0.12
futurio_extra,2.0.14
fw300r,-
fw300r_firmware,1.3.13_build_141023_rel.61347n
g15_5510,-
g15_5510_firmware,1.23.0
g15_5511,-
g15_5511_firmware,1.27.0
g15_5520,-
g15_5520_firmware,1.23.0
g15_5530,-
g15_5530_firmware,1.13.0
g16_7620,-
g16_7620_firmware,1.23.0
g16_7630,-
g16_7630_firmware,1.13.0
g3,-
g3,3.0
g3_3500,-
g3_3500_firmware,1.29.0
g3_3500_firmware,1.30.0
g3_firmware,15.11.0.20
g5_5000,-
g5_5000_firmware,1.19.0
g5_5090,-
g5_5090_firmware,1.25.0
g5_5500,-
g5_5500_firmware,1.29.0
g5_5500_firmware,1.30.0
g7_7500,-
g7_7500_firmware,1.31.0
g7_7500_firmware,1.32.0
g7_7700,-
g7_7700_firmware,1.31.0
g7_7700_firmware,1.32.0
gabinet,9.17.0.0
gabriels_ftp_server,1.2
galaxy_s24,-
galaxy_s24_firmware,2024-09
galaxy_store,4.5.63.6
galaxystore,4.5.81.0
galette,1.0.0
galette,1.0.1
gallery,*
gallery,14.5.04.4
gambio,4.9.2.0
gamipress_-_link,1.1.5
gantry,*
garageband,10.4.11
garbage_collection_management_system,1.0
garoon,5.0.0
gazelle,2016-11-08
gboy_custom_google_map,*
gdpr_ccpa_compliance_\&_cookie_consent_banner,2.7.1
gdpr_cookie_consent_banner,3.2.1
gdpr_data_request_form,1.7
gecko_os,1.0.46
geforce,-
generatepress,2.4.1
genesis64,*
genoo,*
geo_controller,*
geodirectory,2.3.71
geoportal_toolkit,*
geoportal_toolkit,8.5.0
geoserver,2.23.2
geoserver,2.23.3
geoserver,2.23.4
geoserver,2.23.5
geoserver,2.23.6
geoserver,2.24.0
geoserver,2.24.2
geoserver,2.24.3
geoserver,2.24.4
geoserver,2.25.1
geoserver,2.25.2
geotools,29.6
geotools,30.4
geotools,31.2
gerryworks_post_by_mail,*
getpaid,2.8.12
getresponse_forms,*
getsimplecms,3.3.16
gf_cms,1.0.2
ghacitivity,2.0.0
ghactivity,*
ghost,*
ghost,5.76.0
ghost,5.89.5
ghostscript,10.03.0
ghostscript,10.04.0
gibsonenv,0.3.1
gift_wrapping_pro,1.4.1
gila_cms,1.10.9
git,2.39.4
git,2.40.2
git,2.41.0
git,2.42.2
git,2.43.4
git,2.44.0
git,2.45.0
git_server,*
github_branch_source,*
gitlab,16.10.0
gitlab,16.10.2
gitlab,16.10.4
gitlab,16.10.5
gitlab,16.10.6
gitlab,16.10.7
gitlab,16.11.0
gitlab,16.11.2
gitlab,16.11.3
gitlab,16.11.4
gitlab,16.11.5
gitlab,16.111.4
gitlab,16.5.8
gitlab,16.6.6
gitlab,16.6.7
gitlab,16.7.4
gitlab,16.7.5
gitlab,16.7.6
gitlab,16.7.7
gitlab,16.8.0
gitlab,16.8.2
gitlab,16.8.3
gitlab,16.8.4
gitlab,16.8.5
gitlab,16.8.6
gitlab,16.9.0
gitlab,16.9.2
gitlab,16.9.3
gitlab,16.9.4
gitlab,16.9.6
gitlab,16.9.7
gitlab,17.0
gitlab,17.0.0
gitlab,17.0.2
gitlab,17.0.3
gitlab,17.0.6
gitlab,17.1.0
gitlab,17.1.4
gitlab,17.1.6
gitlab,17.2.2
gitlab,17.2.4
gitlab,17.2.9
gitlab,17.3.0
gitlab,17.3.1
gitlab,17.3.5
gitlab,17.3.6
gitlab,17.3.7
gitlab,17.4.2
gitlab,17.4.3
gitlab,17.4.4
gitlab,17.4.5
gitlab,17.5.0
gitlab,17.5.2
gitlab,17.5.3
gitlab,17.5.4
gitlab,17.6.0
gitlab,17.6.2
gitpython,3.1.41
giveaway_boost,*
givewp,3.12.1
givewp,3.14.0
givewp,3.14.2
givewp,3.16.0
givewp,3.16.2
glance,26.0.1
glance,27.0.0
glance,28.0.2
glance-store,4.7.0
glassfish,7.0.17
glewlwyd_sso_server,2.0.0
global_configuration_management,7.0.2
global_configuration_management,7.0.3
global_site_selector,1.4.1
global_site_selector,2.1.2
global_site_selector,2.3.4
global_site_selector,2.4.5
globalprotect,5.1.0
globalprotect,5.1.12
globalprotect,6.0.0
globalprotect,6.0.8
globalprotect,6.1.3
globalprotect,6.1.5
globalprotect,6.2.3
globalprotect,6.2.4
globalprotect,6.2.5
globalprotect,6.3.0
globalprotect,6.3.1
glpi,10.0.12
glpi,10.0.17
gmap_point_list,*
gncc_c2_firmware,-
gnuboard,6.0.7
gnutls,3.8.3
go,1.21.11
go,1.22.4
go-rt-ac750,-
go-rt-ac750_firmware,101b03
goanywhere_managed_file_transfer,6.0.0
goanywhere_managed_file_transfer,7.4.1
goanywhere_managed_file_transfer,7.6.0
gocast,1.1.3
gogs,*
goland,2023.1.6
goland,2023.2.7
goland,2023.3.7
goland,2024.1.3
golden_ftp_server,2.02b
google_cse,*
google_docs_rsvp,*
google_map_locations,*
googledrive_folder_list,*
goreleaser,1.23.0
gorush,*
gotribe,2024-08-23
gotribe-admin,1.0
govuk_tech_docs,3.3.1
gpac,2.2.1
gpac,2.3
gpac,2.3.0
gpac,2.3.0-dev
gpac,2.5-dev-rev288-g11067ea92-master
gpu_display_driver,470.256.02
gpu_display_driver,475.06
gpu_display_driver,475.14
gpu_display_driver,535.180.01
gpu_display_driver,538.67
gpu_display_driver,538.78
gpu_display_driver,550.90.07
gpu_display_driver,552.55
gpu_display_driver,552.74
gpu_display_driver,555.52.04
gpu_display_driver,555.99
gpu_display_driver,556.12
graalvm,20.3.12
graalvm,20.3.13
graalvm,20.3.14
graalvm,20.3.15
graalvm,21.3.10
graalvm,21.3.11
graalvm,21.3.8
graalvm,21.3.9
graalvm,22.0.1
graalvm,22.3.4
graalvm_for_jdk,17.0.10
graalvm_for_jdk,17.0.11
graalvm_for_jdk,17.0.12
graalvm_for_jdk,17.0.9
graalvm_for_jdk,21.0.1
graalvm_for_jdk,21.0.2
graalvm_for_jdk,21.0.3
graalvm_for_jdk,21.0.4
graalvm_for_jdk,22
graalvm_for_jdk,22.0.1
graalvm_for_jdk,23
gradio,-
gradio,4.31.4
gradio,4.41.0
gradio,4.44.0
gradio,5.0.0
grafana,10.4.0
grafana,11.0.0
graphics_performance_analyzers,2024.1
gravityzone,6.38.1-2
graylog,5.1.11
graylog,5.2.4
great_restaurant_menu_wp,1.4.2
greencms,2.3
greenshift_query_addon,3.9.2
greenshift_woocommerce_addon,1.9.8
grey_opaque,*
group_membership_ip_blocks,-
group_office,6.6.182
group_office,6.7.64
group_office,6.8.29
group_office,6.8.31
group_sharing,13.6.13.3
grub2,-
gs-4210-24p2s,3.0
gs-4210-24p2s_firmware,3.305b240802
gs-4210-24pl4c,2.0
gs-4210-24pl4c_firmware,2.305b240719
gs1900-10hp,-
gs1900-10hp_firmware,2.90\(aazi.0\)c0
gs1900-16,-
gs1900-16_firmware,2.90\(aahj.0\)c0
gs1900-24,-
gs1900-24_firmware,2.90\(aahl.0\)c0
gs1900-24e,-
gs1900-24e_firmware,2.90\(aahk.0\)c0
gs1900-24ep,-
gs1900-24ep_firmware,2.90\(abto.0\)c0
gs1900-24hpv2,-
gs1900-24hpv2_firmware,2.90\(abtp.0\)c0
gs1900-48,-
gs1900-48_firmware,2.90\(aahn.0\)c0
gs1900-48hpv2,-
gs1900-48hpv2_firmware,2.90\(abtq.0\)c0
gs1900-8,-
gs1900-8_firmware,2.90\(aahh.0\)c0
gs1900-8hp,-
gs1900-8hp_firmware,2.90\(aahi.0\)c0
gstreamer,1.23.1
gstreamer,1.24.0
gstreamer,1.24.1
gstreamer,1.24.10
gt_got1000,*
gt_got2000,*
gt_softgot1000,*
gt_softgot2000,*
gtb_central_console,15.17.1-30814.ng
gtm_server_side,2.1.20
guardlogix_5570_controller,-
guardlogix_5570_controller_firmware,20.011
guardlogix_5580,-
guardlogix_5580_firmware,33.017
guardlogix_5580_firmware,34.014
guardlogix_5580_firmware,35.013
guests,2.4.1
guests,2.5.0
guests,3.0.0
gui_connector,1.0
guns-medial,1.0
gutenberg_blocks_with_ai,*
gutenberg_blocks_with_ai,3.2.43
gutentor,*
gutentor,3.3.6
gutenverse,2.0.0
gv-dsp_lpr,3.0
gv-dsp_lpr_firmware,-
gv-vs11,-
gv-vs11_firmware,-
gv-vs12,-
gv-vs12_firmware,-
gvlx_4,2.0
gvlx_4,3.0
gvlx_4_firmware,-
gx_developer,*
gx_logviewer,*
gx_works2,*
gx_works3,*
gym_management_system,1.0
h2o,*
h2o,2024-09-04
h2o,2024-10-10
h2o,3.40.0.4
h5p,1.15.8
hacker_hotel_badge_2024,0.1.0
halo,2.17.0
haloitsm,2.143.21
haloitsm,2.143.61
haloitsm,2.146.1
hana-client,2.21.31
happy_addons_for_elementor,3.11.2
happy_addons_for_elementor,3.12.4
happy_addons_for_elementor,3.12.6
happyforms,1.25.11
haproxy,2.9.10
haproxy,3.0.4
haproxy,3.1
harbor,2.10.3
harbor,2.9.5
harmonyos,2.0.0
harmonyos,2.1.0
harmonyos,3.0.0
harmonyos,3.1.0
harmonyos,4.0.0
harmonyos,4.2.0
harmonyos,5.0.0
havoc,-
hcl_devops_deploy,8.0.0.0
hcl_launch,7.0.5.20
hcl_launch,7.1.2.16
hcl_launch,7.2.3.9
hcl_launch,7.3.2.4
hcl_nomad,1.0.13
hd_quiz,*
hdd_health,*
hdf5,1.14.4
health,6.27.0.113
health_care_hospital_management_system,1.0
heat,-
heat_pumps,-
heat_pumps_firmware,2.88.3
heat_pumps_firmware,3.89.0
heat_pumps_firmware,4.81.3
helakuru,1.1
helix_sync,2024.1
hello_agency,1.0.6
hello_world,2.2.0
helloasso,1.1.11
helloprint,*
hertzbeat,1.6.0
hex_workshop,6.7.0
hg9z-xcm2a,-
hg9z-xcm2a_firmware,*
hicolor,0.5.0
hid_event_filter_driver,2.2.2.1
hide_dashboard_notifications,1.3.1
hide_my_wp_ghost,5.3.02
high_level_synthesis_compiler,23.4
hikashop,5.1.1
hikcentral_master,2.3.0
hikcentral_professional,*
hikcentral_professional,2.5.1
hikcentral_professional,2.6.1
himalayas,*
himer,2.1.1
home_flex,-
home_flex_firmware,5.5.3.13
home_hub_100,-
home_hub_100_firmware,-
home_hub_100_platform,-
home_hub_100_platform_firmware,-
home_owners_collection_management_system,1.0
home_spot_cube_2,-
home_spot_cube_2_firmware,v102
homepage,0.9.1
homeserve,3.3.4
honeypot_for_wp_comment,*
hoo_addons_for_elementor,*
hoolock,2.2.1
hornetq,*
horsemanager,*
hospital_appointment_system,1.0
hospital_management_system,*
hospital_management_system,1.0
hospital_management_system,4.0
hospitality_opera_5,5.6.19.19
hospitality_opera_5,5.6.25.8
hospitality_opera_5,5.6.26.4
hospitality_simphony,19.1.0
host_agent,7.22
hotel_broadband_operating_system,*
hotel_management_system,1.0
hoteldruid,1.3.2
house_rental_management_system,1.0
hoverfly,1.10.3
hp-ux,-
ht_builder,1.3.1
ht_feed,1.2.9
htaccess_file_editor,1.0.19
html5_video_player,2.5.25
html5_video_player,2.5.31
htmldoc,1.9.19
http-proxy-middleware,2.0.7
http-proxy-middleware,3.0.3
http_file_server,*
http_file_server,0.52.10
http_server,2.4.59
http_server,2.4.60
httparty,0.21.0
httpdx,*
huaxia_erp,*
hub,2024.2.34646
hub,2024.3.47707
hubshare,5.0.6.0
hubspot,11.1.34
hueman,3.7.25
hugegraph,1.3.0
hugin,2022.0.0
huiran_host_reseller_system,*
human_resource_integrated_system,1.0
humhub,*
hummingbird,3.9.2
hunk_companion,1.8.5
hush_line,0.1.0
hwameistor,0.14.6
hwatai_servisign,1.0.24.0219
hxtool,4.6
hyper,*
hyperion_bi\+,11.2.18.0.000
hypervisor,-
hypervisor,8.2
i,-
i,7.2
i,7.3
i,7.4
i,7.5
i-educar,*
i-librarian,*
i-sensys_mf754cdw,-
i-sensys_mf754cdw_firmware,*
i-sensys_x_c1333if,-
i-sensys_x_c1333if_firmware,*
i22,-
i22_firmware,1.0.0.3\(4687\)
i6,-
i6_firmware,1.0.0.9\(3857\)
i9,2.0
i9_firmware,1.0.0.6\(1020\)
i_access_client_solutions,1.1.2
i_access_client_solutions,1.1.4.3
ib8367a,-
ib8367a_firmware,-
ibarn,1.5
ibtana,*
